itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
370	fakama'a	84	8	8	4	verb	to make clean, to cleanse
371	fakama'u	84	8	8	4	verb	to be engaged to be married
372	fakamimi	84	8	8	4	verb	to cause (a baby) to urinate
373	fakamatu'u	84	10	10	5	verb	to cause to cease flowing, to stop the flow of; to stanch (blood)
374	fakamātu'u	84	10	11	6	verb	to make dry, to dry
375	fakamāvae	84	9	10	6	verb	to give a farewell
376	fakamā'ali	84	10	11	6	verb	to go along or past in order to attract attention to oneself
377	fakama'anu	84	10	10	5	verb	to cause to float
378	fakameili	84	9	9	5	adjective	postal
379	fakamelie	84	9	9	5	verb	to make sweet or fresh, to sweeten,
380	fakamavahe	84	10	10	5	verb	to set aside or apart; to separate or segregate
381	fakama'ama'a	84	12	12	6	adverb	lightly; cheaply, to sell cheaply
382	fakamā'anga	84	11	11	6	noun	cause or source of shame or disgrace
383	fakama'uma'u	84	12	12	6	verb	to restrain, repress, keep in (one's feelings); to exercise self-restraint, to refrain
384	fakama'unga	84	11	10	5	noun	place or occupation where one usually ends up, or in which one finds most lasting satisfaction
385	fakamelemo	84	10	10	5	verb	to drown, to kill by holding underwater; to submerge in water
386	fakamelino	84	10	10	5	verb	to pacify, to cause to be peaceful or at peace
387	fakame'akai	84	11	11	6	adjective	pertaining to food
388	fakamīsini	84	10	11	6	verb	to provide with a machine or an engine
389	fakamavaeua	84	11	11	7	verb	to separate or take apart into two
390	fakamā'ulalo	84	12	13	7	verb	to make low, to lower; to act humbly
391	fakamatu'otu'a	84	14	14	7	verb	to behave like a grown-up person
392	fakamaveuveu	84	12	12	7	adjective	causing disorder or confusion
393	fakama'ala'ala	84	14	14	7	verb	to clear of weeds, to weed thoroughly
394	fakamisinale	84	12	12	6	adjective/adverb	like or pertaining to missionaries; having to do with the annual church collection
395	fakama'angata'a	84	15	14	7	adjective/verb	difficult to clean
396	fakama'angofua	84	14	13	7	adjective/verb	easy to clean
397	fakamā'oni'oni'i	84	16	17	9	verb	to sanctify
398	fakamavahevahe	84	14	14	7	verb	to divide or separate from one another, to separate out into different lots or groups
399	fakamui	85	7	7	4	adjective	last
400	fakamohe	85	8	8	4	verb	to put to sleep; to anaesthetize
401	fakamoho	85	8	8	4	verb	to cook thoroughly, to cook till done
402	fakamole	85	8	8	4	verb	to spend, expend, use up; to cause or allow to perish
403	fakamolū	85	8	9	5	verb	to make soft; to till (the soil)
404	fakamonū	85	8	9	5	verb	to express gratitude or appreciation or joy for
405	fakamotu	85	8	8	4	adjective/adverb	like or pertaining to an island or to island life
406	fakame'ua	85	9	9	5	verb	to get things on credit, to have an account; get into debt
407	fakame'ui	85	9	9	5	noun	salvation, saviour
408	fakamōmoa	85	9	10	6	verb	to dry oneself in the air (after a bath) without using a towel or cloth
409	fakamounu	85	9	9	5	verb	to bait
410	fakamo'oni	85	10	10	5	verb	to give evidence, to bear witness, to produce or afford evidence or proof of the truth of
411	fakamoimoi	85	10	10	6	verb	to send by the hand of another
412	fakamomoho	85	10	10	5	verb	to ripen, to cause or allow to become ripe
413	fakamomoko	85	10	10	5	verb	to make cold; to throw cold water on; to go out in the cold, to risk catching cold
414	fakamo'oni'i	85	12	12	6	verb	to witness to the truth of, to verify, to certify, to prove
415	fakamuimui	85	10	10	6	adjective/adverb	afterwards, later, or last
416	fakamu'omu'a	85	12	12	6	verb	to put in front or send or ahead; to give preference to, to give first consideration to.
417	fakamoho'ota	85	12	12	6	verb	to half cook, to cook till only half done
418	fakamokosia	85	11	11	6	verb	to catch cold, get a chill
419	fakamonū'ia'i	85	13	14	8	verb	to make fortunate, to bless, to bestow good fortune or success or prosperity upon,
420	fakamisiteli	85	12	12	6	adjective/adverb	mysterious(ly) or mystical (ly)
421	fakamohomoho	85	12	12	6	verb	to cook gradually until quite done
422	fakamokomoko	85	12	12	6	verb	to make cool or allow to become cool
423	fakamolemole	85	12	12	6	verb	to apologize; to be gracious, to refrain from taking offence
424	fakamolumolū	85	12	13	7	adverb	to stand in a manner that yields to pressure or movements this way and that
425	fakamo'omo'oni	85	14	14	7	verb	to assert something as absolutely true
426	fakamolemole'i	85	14	14	7	verb	to pardon, forgive, excuse, be merciful to
427	fakamu'omu'anima	85	16	16	8	adverb	to touch the work with the fingertips only instead of getting right into it 
428	fakana'a (fakana'ana'a)	86	8	8	4	verb	to cause (a child) to stop crying; to comfort (a child)
429	fakaofi	86	7	7	4	verb	to place near, cause to be near, bring near; to approach, draw near, come near
430	fakaofo	86	7	7	4	adjective/verb	to cause surprise, to be surprising
431	fakaoli	86	7	7	4	adjective/verb	causing amusement, amusing or droll
432	fakanifo	86	8	8	4	verb	to provide with teeth or cogs; to groove, make a groove in
433	fakanofo	86	8	8	4	verb	to cause to sit or dwell; to appoint (to an office); to ordain (a minister)
434	fakaongo	86	8	7	4	verb	to report, carry or convey news or orders
435	fakanonou	86	9	9	5	verb	to draw one’s legs back (after sitting with legs stretched out)
436	fakanonga	86	9	8	4	noun	tranquillity, peace of mind
437	fakangai'i	86	10	9	5	verb	to cause to creak; to grind (the teeth)
438	fakangako	86	9	8	4	verb	to grease; to fatten
439	fakangalo	86	9	8	4	verb	to cause to sink in, to push under, to put out of ones mind; to have almost disappeared, to be about to disappear completely,
440	fakangata	86	9	8	4	verb	to bring to an end, to terminate, conclude; to finalize
441	fakangoto	86	9	8	4	verb	to sink
442	fakananamu	86	10	10	5	verb	to smell; to sniff so as to determine the smell of
443	fakanatula	86	10	10	5	adjective/adverb	natural(ly)
444	fakaneifua	86	10	10	6	noun	dessert, sweets, fruit salad, anything sweet or tasty served at the end of a meal
445	fakanimaua (fakanimoua)	86	10	10	6	adverb	with both hands
446	fakanounou	86	10	10	6	verb	to shorten
447	fakangākau	86	10	10	6	verb	to disembowel, remove the entrails of
448	fakangofua	86	10	9	5	verb	to sanction, allow, or permit; to remove prohibitions or restrictions from;
449	fakangahaha	86	11	10	5	verb	to cause to rustle; to make a rustling noise
450	fakangaloku	86	11	10	5	verb	to make slack, to slacken
451	fakangatata	86	11	10	5	verb	to rattle, to cause to rattle or jingle or clatter
452	fakangatōtō	86	11	12	7	verb	to make loose
453	fakanamunamu	86	12	12	6	verb	to go round sniffing or smelling (as a dog does)
454	fakanimataha	86	12	12	6	adverb	with one hand
455	fakanisinisi	86	12	12	6	adverb/verb	to behave in an affected way
456	fakaniupāpua	86	12	13	8	verb	to have a halter on (horses)
457	fakanofonofo	86	12	12	6	verb	to call or show to their proper seats |
458	fakanga'unga'u	86	14	12	6	verb	to dampen
459	fakangingila	86	12	10	5	verb	to shine, polish
460	fakaonopooni	86	12	12	7	adjective	modern
461	fakaniupāpua'i	86	14	15	9	verb	to halter, put a halter on (horse)
462	fakangalikovi	86	13	12	6	adjective	causing to look or seem bad
463	fakangalilotu	86	13	12	6	adjective	causing to appear religious; to act as if religious
464	fakangalingali	86	14	12	6	verb	to pretend, sham, feign
465	fakangalilelei	86	14	13	7	adjective	causing to look or seem good
466	fakangatangata	86	14	12	6	verb	to limit, to restrict; to terminate
467	fakangotongoto	86	14	12	6	verb	to sink gradually
468	fakapē	87	6	7	4	verb	to come out suddenly from ones hiding-place and say Pé!
469	fakapaku	87	8	8	4	verb	to fry
470	fakapala	87	8	8	4	verb	to cause or allow to rot or decay
471	fakapale	87	8	8	4	verb	to give a prize to, to reward
472	fakapata	87	8	8	4	verb	to butter, to spread butter on, to provide butter
473	fakapeku	87	8	8	4	verb	to blunt, make blunt
474	fakapaaki	87	9	9	5	verb	to cause to burst, to burst; to bump into (intentionally)
475	fakapāhia	87	9	10	6	adjective/verb	exasperating
476	fakapaipa	87	9	9	5	verb	to provide or supply with a pipe; to fix a pipe or a tap to; to insert a tube into
477	fakapapau	87	9	9	5	noun	decision
478	fakapauta	87	9	9	5	verb	to powder, to dust or dab or sprinkle face powder on, to add baking powder to
479	fakapalakū	87	10	11	6	adjective/verb	to act or behave in a dirty and repulsive way
480	fakapangai	87	10	9	5	adjective/adverb	pertaining or appropriate to the place where the sovereign usually receives visitors
481	fakapapau'i	87	11	11	6	verb	to fix or settle, to determine, decide ; to affirm, certify, or say definitely; to ratify, confirm; to ensure, make sure or certain
482	fakapa'anga	87	11	10	5	adjective	pertaining to money or finance, monetary, financial
483	fakapipihi	87	10	10	5	verb	to infect, to cause (a child) to catch a disease (by placing him among those who already have it)
484	fakapipiki	87	10	10	5	verb	to stick, to cause to adhere, to attach
485	fakaongonoa	87	11	10	6	verb	to desensitize, to make insensitive to pain (by use of an aesthetic)
486	fakaongoongo	87	12	10	6	verb	to wait for instructions
487	fakaongosia'i	87	13	12	7	verb	to tire or weary
488	fakaongotuli	87	12	11	6	verb	to turn a deaf ear, to refuse to heed
489	fakapalōfita	87	12	13	7	adjective/adverb	like or pertaining to a prophet, prophetic
490	fakapehepehē	87	12	13	7	verb	to be in this state or condition, to act or proceed in this way or manner
491	fakapelepela	87	12	12	6	verb	to play or mess about in the mud or mire
492	fakapikopiko	87	12	12	6	adverb	lazily
493	fakapapālangi	87	13	13	7	adjective/adverb	European, pertaining to Europeans, in European fashion or style (refers to Australia, N.Z., U.S.A. etc.)
494	fakapelepele'i	87	14	14	7	verb	to make a pet of, to treat with indulgence or favouritism; to treat with special care
495	fakapetetangi	87	13	12	6	verb	to pucker up when about to cry
496	faka-Pilitānia	87	13	14	8	adjective/adverb	English, British; in an English or British way
497	fakapalesiteni	87	14	14	7	adjective/adverb	presidential (ly)
498	fakaongoongokovi	87	16	14	8	adjective	discreditable, defamatory, bringing into dishonour or disrepute
499	fakaongoongolelei	87	17	15	9	verb	to praise commend, recommend, speak well of; to cause to be well spoken of, to bring honor to
500	fakapō	88	6	7	4	noun	murder
501	fakapou	88	7	7	4	verb	to provide with posts or pillars, to erect the posts or pillars of
502	fakapona	88	8	8	4	verb	to tie with a knot; to knot
503	fakapuke	88	8	8	4	verb	to heap up earth over (planted yams, etc.); to provide ramparts or earthworks
504	fakapuli	88	8	8	4	verb	to cause to vanish or disappear, to conceal; to cause oneself to disappear, to conceal oneself by disguise
505	fakapuna	88	8	8	4	verb	to fly (a kite); to fling, fling out, fling away
506	fakapoto'i	88	10	10	5	verb	to put wise, to undeceive or disillusion
507	fakapo'uli	88	10	10	5	adjective/verb	(to be) dark; to be unenlightened, uneducated or ill tempered
508	fakapūlou	88	9	10	6	verb	to cover or wrap the head, to cover the face , or to cover a with a cloth
509	fakapipiki	88	10	10	5	noun	sticking (i.e. me'a- fakapipiki)
510	fakapipiko	88	10	10	5	adjective/verb	causing disinclination or boredom, boring, humdrum
511	fakapōpula	88	10	11	6	adjective/adverb	pertaining to a captive or prisoner or slave
512	fakapuepue	88	10	10	6	verb	to race (strictly competitive)
513	fakapuliki	88	10	10	5	verb	to cause or allow to vanish or disappear; to lose or mislay
514	fakapupula	88	10	10	5	verb	to blow out one’s cheeks, or to act in a pompous manner
515	fakapopongi	88	11	10	5	adjective/verb	dazzling; hurting the eyes by excess of light
516	fakapōpula'i	88	12	13	7	verb	to enslave or imprison, to make a captive or prisoner or slave
517	fakapisinisi	88	12	12	6	adjective/adverb	pertaining to business or trade or commerce; commercial(ly)
518	fakapotopoto	88	12	12	6	adjective/adverb	sensible(ly), prudent(ly), tactful(ly), discreet(ly), wise(ly)
519	fakapo'upo'uli	88	14	14	7	adverb	dark (of colours)
520	fakapule'anga	88	13	12	6	adjective	governmental, national, pertaining to the government or the nation; public
521	fakapulipuli	88	12	12	6	adjective	secret, kept secret or out of sight
522	fakapuopuaka	88	12	12	7	verb	to be very  dirty in one’s habits, to be habitually dirty like a pig
523	fakasaienisi	88	12	12	7	adjective/adverb	scientific(ally)
524	fakasanisani	88	12	12	6	adjective	clean and neat in one’s habits, particular about keeping things clean, neat and pleasing to the eye
525	fakapotopoto'i	88	14	14	7	verb	to do or deal with in a sensible or prudent or wise or economical manner
526	fakapotungāue	88	13	13	8	adjective/adverb	departmental(ly)
527	fakapōtalanoa'i	88	15	16	9	verb	to keep talking
528	fakasū	89	6	7	4	verb	to shoe, to provide with shoes
529	fakasio	89	7	7	4	verb	to look at steadily or constantly, to watch
530	faka-Siu	89	7	7	4	adjective/adverb	Jewish, of or pertaining to Jews
531	fakasino	89	8	8	4	adjective/adverb	pertaining to the body, physical(ly);
532	fakasote	89	8	8	4	verb	to put a shirt on someone, or to provide a shirt for
533	fakasuka	89	8	8	4	adjective	sugared, sweetened with sugar
534	faka-Suva	89	8	8	4	adverb	in a manner characteristic of Suva (to live together as husband and wife though not legally married)
535	fakataau	89	8	8	5	verb	to be over-familiar with persons of higher rank
536	fakatafa	89	8	8	4	adjective	sloping to one side
537	fakatafe	89	8	8	4	verb	to cause (liquid) to run or flow; to distill; to drain 
538	fakasaute	89	9	9	5	adjective	southern, southerly
539	fakaseini	89	9	9	5	verb	to provide with a chain
540	fakasiasi	89	9	9	5	adjective/adverb	pertaining to the church, ecclesiastical(ly)
541	fakasōtia	89	9	10	6	adjective/adverb	as a soldier or to soldiers; soldierly; military
542	fakatafa'i	89	10	10	5	verb	to turn on his/her side; to tilt (considerably)
543	fakasāpate	89	10	11	6	adjective/adverb	like or pertaining or appropriate(ly) to the sabbath or Sunday
544	fakasesele	89	10	10	5	verb	to act in a silly or eccentric manner
545	fakase'ese'e	89	12	12	6	verb	to drive (animals) along
546	fakasiosio	89	10	10	6	verb	to look round for, to see if one can find; to look at narrowly, to peep
547	fakasitapa	89	10	10	5	verb	to provide with a stamp, or to stick a stamp to
548	fakasitepu	89	10	10	5	adjective/verb	having steps; or to proceed step by step or in easy stages
549	fakasītu'a'i	89	12	13	7	verb	to turn one’s back on, to ostracize, or to let down; to turn down, decline (an invitation)
550	fakasi'isi'i	89	12	12	6	adjective/adverb	on a small scale or informal
551	fakasiomita	89	11	11	6	adjective/adverb	geometrical(ly)
552	fakasanisani	89	12	12	6	adverb	neatly, deftly, delicately
553	fakatafatafa	89	12	12	6	verb	to move over to one side
554	fakasiokalafi	89	13	13	7	adjective/adverb	geographical(ly)
555	fakatafatafa'i	89	14	14	7	verb	to turn partly on its side, or to tilt slightly
556	fakataha	90	8	8	4	adverb	together, unitedly
557	fakatapa	90	8	8	4	verb	to provide with an edge or border
558	fakatāfea	90	9	10	6	adjective	causing things to be flooded or carried along by a stream
559	fakataha'i	90	10	10	5	verb	to assemble, collect or gather together; to unite, combine, Join together
560	fakataimi	90	9	9	5	adjective	pertaining to time; temporal; temporary
